subjectID,time_start_time_trial,time_end_time_trial,totalSequence,opposite_ans,rotation,correct_ans,thirds,time_diff_time_trial,log_error,inner_radius,judged_true,ans_percentage_diff,ans_trial,age,browser,browserVersion,comments,degree,monitor,participantCount,postId,screenHeight,screenWidth,sex,windowHeight,windowWidth
25,1441906816359,1441906818607,36,11,130.9987318,89,large,2248,3.189824559,0,-9,-0.1011235955,80,18-24,Chrome,45,Leave feedback here,Bachelors,23 or larger,184,ieei0ly4,1400,2560,Male,1315,2560
25,1441906814147,1441906816359,35,85,282.5354663,15,small,2212,2.357552005,60,5,0.3333333333,20,18-24,Chrome,45,Leave feedback here,Bachelors,23 or larger,184,ieei0ly4,1400,2560,Male,1315,2560
25,1441906803895,1441906807478,32,24,353.7768665,76,large,3583,0.1699250014,90,-1,-0.01315789474,75,18-24,Chrome,45,Leave feedback here,Bachelors,23 or larger,184,ieei0ly4,1400,2560,Male,1315,2560
25,1441906793343,1441906794803,24,59,168.1716828,41,medium,1460,2.614709844,120,-6,-0.1463414634,35,18-24,Chrome,45,Leave feedback here,Bachelors,23 or larger,184,ieei0ly4,1400,2560,Male,1315,2560
25,1441906794803,1441906796063,25,84,236.3818489,16,small,1260,2.044394119,120,4,0.25,20,18-24,Chrome,45,Leave feedback here,Bachelors,23 or larger,184,ieei0ly4,1400,2560,Male,1315,2560
25,1441906796063,1441906797299,26,48,330.7700078,52,medium,1236,1.087462841,60,-2,-0.03846153846,50,18-24,Chrome,45,Leave feedback here,Bachelors,23 or larger,184,ieei0ly4,1400,2560,Male,1315,2560
25,1441906797299,1441906798408,27,51,4.848098913,49,medium,1109,0.1699250014,90,1,0.02040816327,50,18-24,Chrome,45,Leave feedback here,Bachelors,23 or larger,184,ieei0ly4,1400,2560,Male,1315,2560
25,1441906784608,1441906787029,20,44,339.5631062,56,medium,2421,3.189824559,60,9,0.1607142857,65,18-24,Chrome,45,Leave feedback here,Bachelors,23 or larger,184,ieei0ly4,1400,2560,Male,1315,2560
25,1441906787029,1441906789717,21,4,166.3063539,96,large,2688,0.1699250014,60,1,0.01041666667,97,18-24,Chrome,45,Leave feedback here,Bachelors,23 or larger,184,ieei0ly4,1400,2560,Male,1315,2560
25,1441906848933,1441906854293,48,43,139.9334423,57,medium,5360,1.64385619,60,3,0.05263157895,60,18-24,Chrome,45,Leave feedback here,Bachelors,23 or larger,184,ieei0ly4,1400,2560,Male,1315,2560
25,1441906854293,1441906855680,49,96,158.8897272,4,small,1387,0.1699250014,150,1,0.25,5,18-24,Chrome,45,Leave feedback here,Bachelors,23 or larger,184,ieei0ly4,1400,2560,Male,1315,2560
25,1441906844890,1441906846681,46,38,292.2419409,62,medium,1791,3.022367813,90,8,0.1290322581,70,18-24,Chrome,45,Leave feedback here,Bachelors,23 or larger,184,ieei0ly4,1400,2560,Male,1315,2560
25,1441906791351,1441906793343,23,62,335.5319025,38,medium,1992,3.022367813,30,-8,-0.2105263158,30,18-24,Chrome,45,Leave feedback here,Bachelors,23 or larger,184,ieei0ly4,1400,2560,Male,1315,2560
25,1441906839885,1441906842645,44,94,84.60184875,6,small,2760,1.087462841,0,2,0.3333333333,8,18-24,Chrome,45,Leave feedback here,Bachelors,23 or larger,184,ieei0ly4,1400,2560,Male,1315,2560
25,1441906842646,1441906844890,45,89,70.92045486,11,small,2244,2.044394119,120,4,0.3636363636,15,18-24,Chrome,45,Leave feedback here,Bachelors,23 or larger,184,ieei0ly4,1400,2560,Male,1315,2560
25,1441906798408,1441906799683,28,59,325.8233588,41,medium,1275,0.1699250014,90,-1,-0.0243902439,40,18-24,Chrome,45,Leave feedback here,Bachelors,23 or larger,184,ieei0ly4,1400,2560,Male,1315,2560
25,1441906799683,1441906800920,29,86,83.57556098,14,small,1237,2.614709844,150,6,0.4285714286,20,18-24,Chrome,45,Leave feedback here,Bachelors,23 or larger,184,ieei0ly4,1400,2560,Male,1315,2560
25,1441906826463,1441906828766,40,49,215.7133814,51,medium,2303,1.087462841,30,-2,-0.03921568627,49,18-24,Chrome,45,Leave feedback here,Bachelors,23 or larger,184,ieei0ly4,1400,2560,Male,1315,2560
25,1441906828766,1441906832770,41,60,226.2695126,40,medium,4004,1.087462841,0,2,0.05,42,18-24,Chrome,45,Leave feedback here,Bachelors,23 or larger,184,ieei0ly4,1400,2560,Male,1315,2560
25,1441906724933,1441906728784,1,63,288.1439669,37,medium,3851,1.64385619,90,3,0.08108108108,40,18-24,Chrome,45,Leave feedback here,Bachelors,23 or larger,184,ieei0ly4,1400,2560,Male,1315,2560
25,1441906715776,1441906724933,0,34,87.2875277,66,medium,9157,3.189824559,60,9,0.1363636364,75,18-24,Chrome,45,Leave feedback here,Bachelors,23 or larger,184,ieei0ly4,1400,2560,Male,1315,2560
25,1441906730245,1441906732411,3,62,245.9506987,38,medium,2166,1.087462841,0,2,0.05263157895,40,18-24,Chrome,45,Leave feedback here,Bachelors,23 or larger,184,ieei0ly4,1400,2560,Male,1315,2560
25,1441906728784,1441906730244,2,81,98.9088699,19,small,1460,2.614709844,120,6,0.3157894737,25,18-24,Chrome,45,Leave feedback here,Bachelors,23 or larger,184,ieei0ly4,1400,2560,Male,1315,2560
25,1441906735609,1441906739352,5,39,42.4471318,61,medium,3743,3.189824559,150,9,0.1475409836,70,18-24,Chrome,45,Leave feedback here,Bachelors,23 or larger,184,ieei0ly4,1400,2560,Male,1315,2560
25,1441906732412,1441906735608,4,15,303.3971511,85,large,3196,2.357552005,0,-5,-0.05882352941,80,18-24,Chrome,45,Leave feedback here,Bachelors,23 or larger,184,ieei0ly4,1400,2560,Male,1315,2560
25,1441906742396,1441906744303,7,87,147.5047108,13,small,1907,1.087462841,0,2,0.1538461538,15,18-24,Chrome,45,Leave feedback here,Bachelors,23 or larger,184,ieei0ly4,1400,2560,Male,1315,2560
25,1441906739352,1441906742396,6,69,19.05967131,31,small,3044,0.1699250014,120,-1,-0.03225806452,30,18-24,Chrome,45,Leave feedback here,Bachelors,23 or larger,184,ieei0ly4,1400,2560,Male,1315,2560
25,1441906748407,1441906750275,9,43,330.9519546,57,medium,1868,3.189824559,60,9,0.1578947368,66,18-24,Chrome,45,Leave feedback here,Bachelors,23 or larger,184,ieei0ly4,1400,2560,Male,1315,2560
25,1441906802471,1441906803895,31,12,207.0146096,88,large,1424,2.044394119,30,4,0.04545454545,92,18-24,Chrome,45,Leave feedback here,Bachelors,23 or larger,184,ieei0ly4,1400,2560,Male,1315,2560
25,1441906835678,1441906839885,43,35,177.9489559,65,medium,4207,-3,30,0,0,65,18-24,Chrome,45,Leave feedback here,Bachelors,23 or larger,184,ieei0ly4,1400,2560,Male,1315,2560
25,1441906824915,1441906826463,39,97,130.3739128,3,small,1548,0.1699250014,120,1,0.3333333333,4,18-24,Chrome,45,Leave feedback here,Bachelors,23 or larger,184,ieei0ly4,1400,2560,Male,1315,2560
25,1441906812166,1441906814147,34,8,64.44781696,92,large,1981,-3,150,0,0,92,18-24,Chrome,45,Leave feedback here,Bachelors,23 or larger,184,ieei0ly4,1400,2560,Male,1315,2560
25,1441906846682,1441906848933,47,33,179.5460145,67,large,2251,1.64385619,30,3,0.0447761194,70,18-24,Chrome,45,Leave feedback here,Bachelors,23 or larger,184,ieei0ly4,1400,2560,Male,1315,2560
25,1441906822731,1441906824914,38,95,355.8707214,5,small,2183,-3,90,0,0,5,18-24,Chrome,45,Leave feedback here,Bachelors,23 or larger,184,ieei0ly4,1400,2560,Male,1315,2560
25,1441906744303,1441906748406,8,64,154.2615892,36,medium,4103,1.64385619,30,-3,-0.08333333333,33,18-24,Chrome,45,Leave feedback here,Bachelors,23 or larger,184,ieei0ly4,1400,2560,Male,1315,2560
25,1441906762062,1441906765398,15,31,324.7533604,69,large,3336,2.614709844,150,6,0.08695652174,75,18-24,Chrome,45,Leave feedback here,Bachelors,23 or larger,184,ieei0ly4,1400,2560,Male,1315,2560
25,1441906760326,1441906762061,14,53,52.79219806,47,medium,1735,1.64385619,90,3,0.06382978723,50,18-24,Chrome,45,Leave feedback here,Bachelors,23 or larger,184,ieei0ly4,1400,2560,Male,1315,2560
25,1441906753283,1441906756594,11,8,216.8340214,92,large,3311,1.087462841,150,-2,-0.02173913043,90,18-24,Chrome,45,Leave feedback here,Bachelors,23 or larger,184,ieei0ly4,1400,2560,Male,1315,2560
25,1441906750275,1441906753283,10,57,10.63198686,43,medium,3008,1.087462841,0,2,0.04651162791,45,18-24,Chrome,45,Leave feedback here,Bachelors,23 or larger,184,ieei0ly4,1400,2560,Male,1315,2560
25,1441906758607,1441906760325,13,27,49.25989492,73,large,1718,2.832890014,120,7,0.09589041096,80,18-24,Chrome,45,Leave feedback here,Bachelors,23 or larger,184,ieei0ly4,1400,2560,Male,1315,2560
25,1441906756595,1441906758607,12,22,237.8447701,78,large,2012,2.832890014,60,7,0.08974358974,85,18-24,Chrome,45,Leave feedback here,Bachelors,23 or larger,184,ieei0ly4,1400,2560,Male,1315,2560
25,1441906884732,,59,22,337.4663851,78,large,,3.022367813,0,-8,-0.1025641026,70,18-24,Chrome,45,Leave feedback here,Bachelors,23 or larger,184,ieei0ly4,1400,2560,Male,1315,2560
25,1441906879000,1441906884731,58,75,183.5731396,25,small,5731,-3,60,0,0,25,18-24,Chrome,45,Leave feedback here,Bachelors,23 or larger,184,ieei0ly4,1400,2560,Male,1315,2560
25,1441906768425,1441906769994,17,84,339.8668265,16,small,1569,2.044394119,120,4,0.25,20,18-24,Chrome,45,Leave feedback here,Bachelors,23 or larger,184,ieei0ly4,1400,2560,Male,1315,2560
25,1441906765398,1441906768425,16,68,223.6220658,32,small,3027,3.022367813,120,8,0.25,40,18-24,Chrome,45,Leave feedback here,Bachelors,23 or larger,184,ieei0ly4,1400,2560,Male,1315,2560
25,1441906773658,1441906784608,19,45,220.4687242,55,medium,10950,-3,150,0,0,55,18-24,Chrome,45,Leave feedback here,Bachelors,23 or larger,184,ieei0ly4,1400,2560,Male,1315,2560
25,1441906867177,1441906869888,54,24,299.2194595,76,large,2711,2.614709844,150,-6,-0.07894736842,70,18-24,Chrome,45,Leave feedback here,Bachelors,23 or larger,184,ieei0ly4,1400,2560,Male,1315,2560
25,1441906876727,1441906878999,57,38,146.5900303,62,medium,2272,1.087462841,90,-2,-0.03225806452,60,18-24,Chrome,45,Leave feedback here,Bachelors,23 or larger,184,ieei0ly4,1400,2560,Male,1315,2560
25,1441906872408,1441906876727,56,64,52.79935394,36,medium,4319,0.1699250014,0,-1,-0.02777777778,35,18-24,Chrome,45,Leave feedback here,Bachelors,23 or larger,184,ieei0ly4,1400,2560,Male,1315,2560
25,1441906858728,1441906861144,51,13,283.0354766,87,large,2416,1.64385619,120,3,0.03448275862,90,18-24,Chrome,45,Leave feedback here,Bachelors,23 or larger,184,ieei0ly4,1400,2560,Male,1315,2560
25,1441906855680,1441906858728,50,18,202.0189022,82,large,3048,2.357552005,90,5,0.06097560976,87,18-24,Chrome,45,Leave feedback here,Bachelors,23 or larger,184,ieei0ly4,1400,2560,Male,1315,2560
25,1441906863861,1441906867172,53,14,171.3486125,86,large,3311,1.64385619,0,-3,-0.03488372093,83,18-24,Chrome,45,Leave feedback here,Bachelors,23 or larger,184,ieei0ly4,1400,2560,Male,1315,2560
25,1441906861144,1441906863860,52,63,181.6443122,37,medium,2716,0.1699250014,60,-1,-0.02702702703,36,18-24,Chrome,45,Leave feedback here,Bachelors,23 or larger,184,ieei0ly4,1400,2560,Male,1315,2560
25,1441906869889,1441906872407,55,81,350.199934,19,small,2518,0.1699250014,150,1,0.05263157895,20,18-24,Chrome,45,Leave feedback here,Bachelors,23 or larger,184,ieei0ly4,1400,2560,Male,1315,2560
25,1441906818607,1441906822731,37,30,326.2982655,70,large,4124,-3,90,0,0,70,18-24,Chrome,45,Leave feedback here,Bachelors,23 or larger,184,ieei0ly4,1400,2560,Male,1315,2560
25,1441906769994,1441906773658,18,20,214.4747506,80,large,3664,2.357552005,30,5,0.0625,85,18-24,Chrome,45,Leave feedback here,Bachelors,23 or larger,184,ieei0ly4,1400,2560,Male,1315,2560
25,1441906807479,1441906812166,33,20,162.6480523,80,large,4687,-3,30,0,0,80,18-24,Chrome,45,Leave feedback here,Bachelors,23 or larger,184,ieei0ly4,1400,2560,Male,1315,2560
26,1441921614176,1441921625663,30,30,221.5264422,70,large,11487,-3,0,0,0,70,30-39,Chrome,45,fun hit,Bachelors,19,220,ieeqszr0,925,1280,Male,952,1280
26,1441921663751,1441921666606,42,35,149.8412796,65,medium,2855,2.357552005,60,5,0.07692307692,70,30-39,Chrome,45,fun hit,Bachelors,19,220,ieeqszr0,925,1280,Male,952,1280
26,1441921584809,1441921589984,22,8,134.9154156,92,large,5175,0.1699250014,0,1,0.01086956522,93,30-39,Chrome,45,fun hit,Bachelors,19,220,ieeqszr0,925,1280,Male,952,1280
26,1441921641792,1441921645095,36,64,23.81843029,36,medium,3303,0.1699250014,60,-1,-0.02777777778,35,30-39,Chrome,45,fun hit,Bachelors,19,220,ieeqszr0,925,1280,Male,952,1280
26,1441921637815,1441921641791,35,49,191.8234597,51,medium,3976,1.087462841,0,2,0.03921568627,53,30-39,Chrome,45,fun hit,Bachelors,19,220,ieeqszr0,925,1280,Male,952,1280
26,1441921628488,1441921630767,32,44,133.0703477,56,medium,2279,3.339850003,30,10,0.1785714286,66,30-39,Chrome,45,fun hit,Bachelors,19,220,ieeqszr0,925,1280,Male,952,1280
26,1441921593337,1441921596159,24,78,98.78063818,22,small,2822,1.087462841,90,-2,-0.09090909091,20,30-39,Chrome,45,fun hit,Bachelors,19,220,ieeqszr0,925,1280,Male,952,1280
26,1441921596160,1441921598919,25,69,139.2372962,31,small,2759,0.1699250014,30,-1,-0.03225806452,30,30-39,Chrome,45,fun hit,Bachelors,19,220,ieeqszr0,925,1280,Male,952,1280
26,1441921598920,1441921601719,26,59,158.3642415,41,medium,2799,0.1699250014,120,-1,-0.0243902439,40,30-39,Chrome,45,fun hit,Bachelors,19,220,ieeqszr0,925,1280,Male,952,1280
26,1441921601720,1441921607000,27,38,152.8615084,62,medium,5280,1.087462841,120,-2,-0.03225806452,60,30-39,Chrome,45,fun hit,Bachelors,19,220,ieeqszr0,925,1280,Male,952,1280
26,1441921574737,1441921580280,20,15,236.6099389,85,large,5543,2.357552005,30,-5,-0.05882352941,80,30-39,Chrome,45,fun hit,Bachelors,19,220,ieeqszr0,925,1280,Male,952,1280
26,1441921580281,1441921584808,21,12,86.16068342,88,large,4527,1.64385619,120,-3,-0.03409090909,85,30-39,Chrome,45,fun hit,Bachelors,19,220,ieeqszr0,925,1280,Male,952,1280
26,1441921679735,1441921683286,48,19,68.15173052,81,large,3551,4.400879436,150,-21,-0.2592592593,60,30-39,Chrome,45,fun hit,Bachelors,19,220,ieeqszr0,925,1280,Male,952,1280
26,1441921683288,1441921687550,49,24,76.84569865,76,large,4262,0.1699250014,150,-1,-0.01315789474,75,30-39,Chrome,45,fun hit,Bachelors,19,220,ieeqszr0,925,1280,Male,952,1280
26,1441921674751,1441921677086,46,51,251.9443454,49,medium,2335,0.1699250014,90,1,0.02040816327,50,30-39,Chrome,45,fun hit,Bachelors,19,220,ieeqszr0,925,1280,Male,952,1280
26,1441921589985,1441921593336,23,86,329.0353187,14,small,3351,0.1699250014,0,1,0.07142857143,15,30-39,Chrome,45,fun hit,Bachelors,19,220,ieeqszr0,925,1280,Male,952,1280
26,1441921669095,1441921671638,44,97,131.2978119,3,small,2543,-3,60,0,0,3,30-39,Chrome,45,fun hit,Bachelors,19,220,ieeqszr0,925,1280,Male,952,1280
26,1441921671639,1441921674750,45,59,339.846414,41,medium,3111,0.1699250014,90,-1,-0.0243902439,40,30-39,Chrome,45,fun hit,Bachelors,19,220,ieeqszr0,925,1280,Male,952,1280
26,1441921607000,1441921610583,28,24,278.2944917,76,large,3583,2.614709844,90,-6,-0.07894736842,70,30-39,Chrome,45,fun hit,Bachelors,19,220,ieeqszr0,925,1280,Male,952,1280
26,1441921610584,1441921614175,29,11,276.0512101,89,large,3591,2.044394119,30,-4,-0.04494382022,85,30-39,Chrome,45,fun hit,Bachelors,19,220,ieeqszr0,925,1280,Male,952,1280
26,1441921656087,1441921661526,40,57,217.4652943,43,medium,5439,1.087462841,0,2,0.04651162791,45,30-39,Chrome,45,fun hit,Bachelors,19,220,ieeqszr0,925,1280,Male,952,1280
26,1441921661527,1441921663750,41,96,138.5570631,4,small,2223,0.1699250014,60,1,0.25,5,30-39,Chrome,45,fun hit,Bachelors,19,220,ieeqszr0,925,1280,Male,952,1280
26,1441921495444,1441921499418,1,18,179.8032359,82,large,3974,1.087462841,150,-2,-0.0243902439,80,30-39,Chrome,45,fun hit,Bachelors,19,220,ieeqszr0,925,1280,Male,952,1280
26,1441921482970,1441921495443,0,84,75.52505177,16,small,12473,2.044394119,150,4,0.25,20,30-39,Chrome,45,fun hit,Bachelors,19,220,ieeqszr0,925,1280,Male,952,1280
26,1441921506530,1441921511002,3,87,127.5363344,13,small,4472,1.087462841,90,2,0.1538461538,15,30-39,Chrome,45,fun hit,Bachelors,19,220,ieeqszr0,925,1280,Male,952,1280
26,1441921499419,1441921506530,2,8,55.27770627,92,large,7111,1.087462841,30,-2,-0.02173913043,90,30-39,Chrome,45,fun hit,Bachelors,19,220,ieeqszr0,925,1280,Male,952,1280
26,1441921516170,1441921520018,5,18,309.8533333,82,large,3848,1.087462841,120,-2,-0.0243902439,80,30-39,Chrome,45,fun hit,Bachelors,19,220,ieeqszr0,925,1280,Male,952,1280
26,1441921511002,1441921516170,4,62,147.4702858,38,medium,5168,3.022367813,90,-8,-0.2105263158,30,30-39,Chrome,45,fun hit,Bachelors,19,220,ieeqszr0,925,1280,Male,952,1280
26,1441921525066,1441921528609,7,20,22.45968321,80,large,3543,2.357552005,0,-5,-0.0625,75,30-39,Chrome,45,fun hit,Bachelors,19,220,ieeqszr0,925,1280,Male,952,1280
26,1441921520018,1441921525065,6,64,208.4543278,36,medium,5047,0.1699250014,30,-1,-0.02777777778,35,30-39,Chrome,45,fun hit,Bachelors,19,220,ieeqszr0,925,1280,Male,952,1280
26,1441921531434,1441921537001,9,13,270.2880407,87,large,5567,1.087462841,90,-2,-0.02298850575,85,30-39,Chrome,45,fun hit,Bachelors,19,220,ieeqszr0,925,1280,Male,952,1280
26,1441921625664,1441921628487,31,43,292.5191984,57,medium,2823,3.189824559,30,9,0.1578947368,66,30-39,Chrome,45,fun hit,Bachelors,19,220,ieeqszr0,925,1280,Male,952,1280
26,1441921666607,1441921669095,43,81,159.8815241,19,small,2488,2.614709844,150,6,0.3157894737,25,30-39,Chrome,45,fun hit,Bachelors,19,220,ieeqszr0,925,1280,Male,952,1280
26,1441921653167,1441921656087,39,34,122.9888343,66,medium,2920,2.044394119,120,4,0.06060606061,70,30-39,Chrome,45,fun hit,Bachelors,19,220,ieeqszr0,925,1280,Male,952,1280
26,1441921634912,1441921637815,34,53,21.73542618,47,medium,2903,1.64385619,150,3,0.06382978723,50,30-39,Chrome,45,fun hit,Bachelors,19,220,ieeqszr0,925,1280,Male,952,1280
26,1441921677087,1441921679734,47,48,163.2699727,52,medium,2647,1.087462841,60,-2,-0.03846153846,50,30-39,Chrome,45,fun hit,Bachelors,19,220,ieeqszr0,925,1280,Male,952,1280
26,1441921648920,1441921653167,38,45,42.77552638,55,medium,4247,3.339850003,30,10,0.1818181818,65,30-39,Chrome,45,fun hit,Bachelors,19,220,ieeqszr0,925,1280,Male,952,1280
26,1441921528610,1441921531433,8,39,300.0175062,61,medium,2823,2.044394119,120,4,0.06557377049,65,30-39,Chrome,45,fun hit,Bachelors,19,220,ieeqszr0,925,1280,Male,952,1280
26,1441921556409,1441921560104,15,63,284.1597282,37,medium,3695,2.832890014,90,-7,-0.1891891892,30,30-39,Chrome,45,fun hit,Bachelors,19,220,ieeqszr0,925,1280,Male,952,1280
26,1441921552553,1441921556409,14,22,322.0386364,78,large,3856,1.087462841,30,2,0.02564102564,80,30-39,Chrome,45,fun hit,Bachelors,19,220,ieeqszr0,925,1280,Male,952,1280
26,1441921539673,1441921546233,11,68,197.9249428,32,small,6560,1.087462841,60,-2,-0.0625,30,30-39,Chrome,45,fun hit,Bachelors,19,220,ieeqszr0,925,1280,Male,952,1280
26,1441921537002,1441921539673,10,22,12.70723913,78,large,2671,1.64385619,0,-3,-0.03846153846,75,30-39,Chrome,45,fun hit,Bachelors,19,220,ieeqszr0,925,1280,Male,952,1280
26,1441921549017,1441921552553,13,62,151.5046207,38,medium,3536,1.64385619,120,-3,-0.07894736842,35,30-39,Chrome,45,fun hit,Bachelors,19,220,ieeqszr0,925,1280,Male,952,1280
26,1441921546233,1441921549017,12,95,256.7207793,5,small,2784,-3,60,0,0,5,30-39,Chrome,45,fun hit,Bachelors,19,220,ieeqszr0,925,1280,Male,952,1280
26,1441921724094,,59,84,37.80682613,16,small,,2.044394119,90,4,0.25,20,30-39,Chrome,45,fun hit,Bachelors,19,220,ieeqszr0,925,1280,Male,952,1280
26,1441921720342,1441921724093,58,31,128.2305929,69,large,3751,2.614709844,60,6,0.08695652174,75,30-39,Chrome,45,fun hit,Bachelors,19,220,ieeqszr0,925,1280,Male,952,1280
26,1441921563457,1441921567568,17,4,265.9340856,96,large,4111,0.1699250014,60,-1,-0.01041666667,95,30-39,Chrome,45,fun hit,Bachelors,19,220,ieeqszr0,925,1280,Male,952,1280
26,1441921560105,1441921563456,16,75,259.1801404,25,small,3351,-3,120,0,0,25,30-39,Chrome,45,fun hit,Bachelors,19,220,ieeqszr0,925,1280,Male,952,1280
26,1441921569809,1441921574736,19,85,221.5401559,15,small,4927,2.357552005,120,5,0.3333333333,20,30-39,Chrome,45,fun hit,Bachelors,19,220,ieeqszr0,925,1280,Male,952,1280
26,1441921704230,1441921708453,54,14,27.32770013,86,large,4223,0.1699250014,150,-1,-0.01162790698,85,30-39,Chrome,45,fun hit,Bachelors,19,220,ieeqszr0,925,1280,Male,952,1280
26,1441921716494,1441921720341,57,27,95.52838298,73,large,3847,1.087462841,90,2,0.02739726027,75,30-39,Chrome,45,fun hit,Bachelors,19,220,ieeqszr0,925,1280,Male,952,1280
26,1441921711750,1441921716493,56,43,117.1505693,57,medium,4743,3.189824559,120,9,0.1578947368,66,30-39,Chrome,45,fun hit,Bachelors,19,220,ieeqszr0,925,1280,Male,952,1280
26,1441921690719,1441921693734,51,81,222.7294975,19,small,3015,2.614709844,0,6,0.3157894737,25,30-39,Chrome,45,fun hit,Bachelors,19,220,ieeqszr0,925,1280,Male,952,1280
26,1441921687551,1441921690718,50,60,233.7631226,40,medium,3167,-3,150,0,0,40,30-39,Chrome,45,fun hit,Bachelors,19,220,ieeqszr0,925,1280,Male,952,1280
26,1441921701583,1441921704230,53,20,118.0648293,80,large,2647,2.357552005,30,-5,-0.0625,75,30-39,Chrome,45,fun hit,Bachelors,19,220,ieeqszr0,925,1280,Male,952,1280
26,1441921693735,1441921701582,52,38,11.02963164,62,medium,7847,3.022367813,0,8,0.1290322581,70,30-39,Chrome,45,fun hit,Bachelors,19,220,ieeqszr0,925,1280,Male,952,1280
26,1441921708454,1441921711749,55,33,186.1360279,67,large,3295,1.64385619,150,3,0.0447761194,70,30-39,Chrome,45,fun hit,Bachelors,19,220,ieeqszr0,925,1280,Male,952,1280
26,1441921645095,1441921648919,37,89,17.79484875,11,small,3824,2.044394119,0,4,0.3636363636,15,30-39,Chrome,45,fun hit,Bachelors,19,220,ieeqszr0,925,1280,Male,952,1280
26,1441921567569,1441921569809,18,94,301.3663724,6,small,2240,0.1699250014,150,-1,-0.1666666667,5,30-39,Chrome,45,fun hit,Bachelors,19,220,ieeqszr0,925,1280,Male,952,1280
26,1441921630768,1441921634911,33,63,227.7798469,37,medium,4143,1.64385619,60,3,0.08108108108,40,30-39,Chrome,45,fun hit,Bachelors,19,220,ieeqszr0,925,1280,Male,952,1280
27,1441808478632,1441808482437,30,60,232.2090698,40,medium,3805,1.087462841,0,-2,-0.05,38,18-24,Chrome,45,Leave feiecvdrsbedback here,High School,19,61,iecvdrsb,768,1366,Male,683,1366
27,1441808521635,1441808524647,42,89,344.2649658,11,small,3012,2.832890014,60,7,0.6363636364,18,18-24,Chrome,45,Leave feiecvdrsbedback here,High School,19,61,iecvdrsb,768,1366,Male,683,1366
27,1441808447132,1441808452262,22,81,173.5860384,19,small,5130,2.044394119,120,4,0.2105263158,23,18-24,Chrome,45,Leave feiecvdrsbedback here,High School,19,61,iecvdrsb,768,1366,Male,683,1366
27,1441808500697,1441808503721,36,33,289.2650482,67,large,3024,-3,30,0,0,67,18-24,Chrome,45,Leave feiecvdrsbedback here,High School,19,61,iecvdrsb,768,1366,Male,683,1366
27,1441808496886,1441808500696,35,34,313.0510996,66,medium,3810,2.044394119,0,-4,-0.06060606061,62,18-24,Chrome,45,Leave feiecvdrsbedback here,High School,19,61,iecvdrsb,768,1366,Male,683,1366
27,1441808485663,1441808488539,32,81,246.7854854,19,small,2876,1.64385619,90,3,0.1578947368,22,18-24,Chrome,45,Leave feiecvdrsbedback here,High School,19,61,iecvdrsb,768,1366,Male,683,1366
27,1441808457175,1441808460028,24,51,118.2425238,49,medium,2853,0.1699250014,60,1,0.02040816327,50,18-24,Chrome,45,Leave feiecvdrsbedback here,High School,19,61,iecvdrsb,768,1366,Male,683,1366
27,1441808460066,1441808463730,25,8,36.97703046,92,large,3664,-3,120,0,0,92,18-24,Chrome,45,Leave feiecvdrsbedback here,High School,19,61,iecvdrsb,768,1366,Male,683,1366
27,1441808463732,1441808467577,26,64,322.5401729,36,medium,3845,0.1699250014,30,-1,-0.02777777778,35,18-24,Chrome,45,Leave feiecvdrsbedback here,High School,19,61,iecvdrsb,768,1366,Male,683,1366
27,1441808467578,1441808470785,27,97,265.4466654,3,small,3207,1.087462841,0,2,0.6666666667,5,18-24,Chrome,45,Leave feiecvdrsbedback here,High School,19,61,iecvdrsb,768,1366,Male,683,1366
27,1441808434518,1441808444054,20,24,284.5370335,76,large,9536,0.1699250014,30,-1,-0.01315789474,75,18-24,Chrome,45,Leave feiecvdrsbedback here,High School,19,61,iecvdrsb,768,1366,Male,683,1366
27,1441808444060,1441808447131,21,44,231.6242768,56,medium,3071,2.044394119,0,4,0.07142857143,60,18-24,Chrome,45,Leave feiecvdrsbedback here,High School,19,61,iecvdrsb,768,1366,Male,683,1366
27,1441808547288,1441808550891,48,53,208.6586691,47,medium,3603,1.087462841,90,-2,-0.04255319149,45,18-24,Chrome,45,Leave feiecvdrsbedback here,High School,19,61,iecvdrsb,768,1366,Male,683,1366
27,1441808550897,1441808554293,49,19,140.5730012,81,large,3396,0.1699250014,150,-1,-0.01234567901,80,18-24,Chrome,45,Leave feiecvdrsbedback here,High School,19,61,iecvdrsb,768,1366,Male,683,1366
27,1441808538205,1441808543470,46,39,101.539673,61,medium,5265,0.1699250014,60,1,0.01639344262,62,18-24,Chrome,45,Leave feiecvdrsbedback here,High School,19,61,iecvdrsb,768,1366,Male,683,1366
27,1441808452276,1441808457173,23,11,302.9635912,89,large,4897,0.1699250014,90,1,0.01123595506,90,18-24,Chrome,45,Leave feiecvdrsbedback here,High School,19,61,iecvdrsb,768,1366,Male,683,1366
27,1441808530735,1441808534909,44,18,217.0861527,82,large,4174,2.044394119,60,4,0.0487804878,86,18-24,Chrome,45,Leave feiecvdrsbedback here,High School,19,61,iecvdrsb,768,1366,Male,683,1366
27,1441808534910,1441808538204,45,84,206.8210104,16,small,3294,0.1699250014,150,1,0.0625,17,18-24,Chrome,45,Leave feiecvdrsbedback here,High School,19,61,iecvdrsb,768,1366,Male,683,1366
