subjectID,time_start_time_trial,time_end_time_trial,workerID,totalSequence,opposite_ans,rotation,correct_ans,thirds,time_diff_time_trial,chart_type,log_error,log_opposite,judged_true,ans_percentage_diff,ans_trial,thirds_given,ans_trial_opposite,Given_Pie_Chart_1,Correct_Pie_Chart_1,Given_Pie_Chart_2,Correct_Pie_Chart_2,Pie_Chart_Multiple_Choice_1,Multiple_Choice_Pie_Order_1,Given_Donut_Chart_1,Correct_Donut_Chart_1,Given_Donut_Chart_2,Correct_Donut_Chart_2,Donut_Chart_Multiple_Choice_1,Given_Arc_Length_Intro_1,Correct_Arc_Length_Intro_1,Given_Arc_Length_Intro_2,Correct_Arc_Length_Intro_2,Given_Pie_Angle_Intro_1,Correct_Pie_Angle_Intro_1,Given_Pie_Angle_Intro_2,Correct_Pie_Angle_Intro_2,Given_Donut_Angle_Intro_1,Correct_Donut_Angle_Intro_1,Given_Donut_Angle_Intro_2,Correct_Donut_Angle_Intro_2,Given_Area_Intro_1,Correct_Area_Intro_1,Given_Area_Intro_2,Correct_Area_Intro_2,Given_Pie_Chart_3,Correct_Pie_Chart_3,Given_Pie_Chart_4,Correct_Pie_Chart_4,Pie_Chart_Multiplle_Choice_2,Multiple_Choice_Pie_Order_2,Given_Donut_Chart_3,Correct_Donut_Chart_3,Given_Donut_Chart_4,Correct_Donut_Chart_4,Donut_Chart_Multiple_Choice_2,age,browser,browserVersion,degree,monitor,screenWidth,screenHeight,sex,windowHeight,windowWidth
25,1440434181374,1440434187614,639802,50,57,321.3765317,43,medium,6240,Donut Angle Chart,4.098032083,4.098032083,17,0.3953488372,60,medium,60,80,91,15,9,Area,1,65,61,35,37,Arc-Length,21,21,73,73,18,18,77,77,8,8,82,82,14,14,67,67,92,91,8,9,Area,1,60,61,35,37,Arc-Length,30-39,Chrome,43,Bachelors,17,1680,1010,Male,925,1680
25,1440434194366,1440434199277,639802,53,43,56.4257924,57,medium,4911,Donut Chart,2.357552005,2.357552005,5,0.08771929825,62,medium,62,80,91,15,9,Area,1,65,61,35,37,Arc-Length,21,21,73,73,18,18,77,77,8,8,82,82,14,14,67,67,92,91,8,9,Area,1,60,61,35,37,Arc-Length,30-39,Chrome,43,Bachelors,17,1680,1010,Male,925,1680
25,1440434191462,1440434194365,639802,52,39,245.8912064,61,medium,2903,Arc-Length Chart,3.820178962,3.820178962,14,0.2295081967,75,large,75,80,91,15,9,Area,1,65,61,35,37,Arc-Length,21,21,73,73,18,18,77,77,8,8,82,82,14,14,67,67,92,91,8,9,Area,1,60,61,35,37,Arc-Length,30-39,Chrome,43,Bachelors,17,1680,1010,Male,925,1680
25,1440434208097,1440434215063,639802,55,81,226.6041373,19,small,6966,Pie Chart,0.1699250014,0.1699250014,1,0.05263157895,20,small,20,80,91,15,9,Area,1,65,61,35,37,Arc-Length,21,21,73,73,18,18,77,77,8,8,82,82,14,14,67,67,92,91,8,9,Area,1,60,61,35,37,Arc-Length,30-39,Chrome,43,Bachelors,17,1680,1010,Male,925,1680
25,1440433939073,1440433949645,639802,18,18,69.49596693,82,large,10572,Pie Chart,1.087462841,1.087462841,-2,-0.0243902439,80,large,80,80,91,15,9,Area,1,65,61,35,37,Arc-Length,21,21,73,73,18,18,77,77,8,8,82,82,14,14,67,67,92,91,8,9,Area,1,60,61,35,37,Arc-Length,30-39,Chrome,43,Bachelors,17,1680,1010,Male,925,1680
25,1440434075970,1440434086216,639802,33,22,50.57145816,78,large,10246,Donut Chart,-3,-3,0,0,78,large,78,80,91,15,9,Area,1,65,61,35,37,Arc-Length,21,21,73,73,18,18,77,77,8,8,82,82,14,14,67,67,92,91,8,9,Area,1,60,61,35,37,Arc-Length,30-39,Chrome,43,Bachelors,17,1680,1010,Male,925,1680
26,1440103004348,1440103007306,86CC0A,30,53,114.8520806,47,medium,2958,Arc-Length Chart,1.64385619,1.64385619,3,0.06382978723,50,medium,50,65,61,35,37,Area,2,90,91,10,9,Area,21,21,73,73,19,18,77,77,8,8,80,82,16,14,75,67,60,61,40,37,Area,2,90,91,10,9,Area,18-24,Chrome,44,High School,21,1920,1085,Male,990,1920
26,1440103026651,1440103031225,86CC0A,37,84,255.5125829,16,small,4574,Donut Angle Chart,2.044394119,2.044394119,4,0.25,20,small,20,65,61,35,37,Area,2,90,91,10,9,Area,21,21,73,73,19,18,77,77,8,8,80,82,16,14,75,67,60,61,40,37,Area,2,90,91,10,9,Area,18-24,Chrome,44,High School,21,1920,1085,Male,990,1920
26,1440102974321,1440102978796,86CC0A,22,81,77.90613287,19,small,4475,Donut Angle Chart,5.675957033,5.675957033,51,2.684210526,70,large,70,65,61,35,37,Area,2,90,91,10,9,Area,21,21,73,73,19,18,77,77,8,8,80,82,16,14,75,67,60,61,40,37,Area,2,90,91,10,9,Area,18-24,Chrome,44,High School,21,1920,1085,Male,990,1920
26,1440103023395,1440103026650,86CC0A,36,48,124.0866928,52,medium,3255,Pie Angle Chart,1.64385619,1.64385619,3,0.05769230769,55,medium,55,65,61,35,37,Area,2,90,91,10,9,Area,21,21,73,73,19,18,77,77,8,8,80,82,16,14,75,67,60,61,40,37,Area,2,90,91,10,9,Area,18-24,Chrome,44,High School,21,1920,1085,Male,990,1920
26,1440103098792,1440103104503,86CC0A,60,86,27.60584009,14,small,5711,Donut Angle Chart,0.1699250014,0.1699250014,1,0.07142857143,15,small,15,65,61,35,37,Area,2,90,91,10,9,Area,21,21,73,73,19,18,77,77,8,8,80,82,16,14,75,67,60,61,40,37,Area,2,90,91,10,9,Area,18-24,Chrome,44,High School,21,1920,1085,Male,990,1920
26,1440103104504,1440103107215,86CC0A,61,39,263.1630084,61,medium,2711,Pie Angle Chart,4.011227255,4.011227255,-16,-0.262295082,45,medium,45,65,61,35,37,Area,2,90,91,10,9,Area,21,21,73,73,19,18,77,77,8,8,80,82,16,14,75,67,60,61,40,37,Area,2,90,91,10,9,Area,18-24,Chrome,44,High School,21,1920,1085,Male,990,1920
26,1440103107216,1440103109639,86CC0A,62,18,0.6181094516,82,large,2423,Pie Angle Chart,5.836050355,5.836050355,-57,-0.6951219512,25,small,25,65,61,35,37,Area,2,90,91,10,9,Area,21,21,73,73,19,18,77,77,8,8,80,82,16,14,75,67,60,61,40,37,Area,2,90,91,10,9,Area,18-24,Chrome,44,High School,21,1920,1085,Male,990,1920
26,1440103109640,1440103112063,86CC0A,63,94,5.078286091,6,small,2423,Donut Angle Chart,0.1699250014,0.1699250014,-1,-0.1666666667,5,small,5,65,61,35,37,Area,2,90,91,10,9,Area,21,21,73,73,19,18,77,77,8,8,80,82,16,14,75,67,60,61,40,37,Area,2,90,91,10,9,Area,18-24,Chrome,44,High School,21,1920,1085,Male,990,1920
26,1440103112064,1440103114214,86CC0A,64,19,74.74605253,81,large,2150,Donut Angle Chart,5.675957033,5.675957033,-51,-0.6296296296,30,small,30,65,61,35,37,Area,2,90,91,10,9,Area,21,21,73,73,19,18,77,77,8,8,80,82,16,14,75,67,60,61,40,37,Area,2,90,91,10,9,Area,18-24,Chrome,44,High School,21,1920,1085,Male,990,1920
26,1440103114215,,86CC0A,65,11,182.4637995,89,large,,Arc-Length Chart,2.044394119,2.044394119,-4,-0.04494382022,85,large,85,65,61,35,37,Area,2,90,91,10,9,Area,21,21,73,73,19,18,77,77,8,8,80,82,16,14,75,67,60,61,40,37,Area,2,90,91,10,9,Area,18-24,Chrome,44,High School,21,1920,1085,Male,990,1920
26,1440103009372,1440103012770,86CC0A,32,63,215.1042376,37,medium,3398,Pie Angle Chart,4.813781191,4.813781191,28,0.7567567568,65,medium,65,65,61,35,37,Area,2,90,91,10,9,Area,21,21,73,73,19,18,77,77,8,8,80,82,16,14,75,67,60,61,40,37,Area,2,90,91,10,9,Area,18-24,Chrome,44,High School,21,1920,1085,Male,990,1920
26,1440103041130,1440103043081,86CC0A,42,8,245.4427425,92,large,1951,Donut Chart,1.087462841,1.087462841,-2,-0.02173913043,90,large,90,65,61,35,37,Area,2,90,91,10,9,Area,21,21,73,73,19,18,77,77,8,8,80,82,16,14,75,67,60,61,40,37,Area,2,90,91,10,9,Area,18-24,Chrome,44,High School,21,1920,1085,Male,990,1920
26,1440102982637,1440102985660,86CC0A,24,69,344.4610722,31,small,3023,Arc-Length Chart,0.1699250014,0.1699250014,-1,-0.03225806452,30,small,30,65,61,35,37,Area,2,90,91,10,9,Area,21,21,73,73,19,18,77,77,8,8,80,82,16,14,75,67,60,61,40,37,Area,2,90,91,10,9,Area,18-24,Chrome,44,High School,21,1920,1085,Male,990,1920
26,1440102985660,1440102989099,86CC0A,25,59,328.0711127,41,medium,3439,Pie Chart,2.044394119,2.044394119,4,0.09756097561,45,medium,45,65,61,35,37,Area,2,90,91,10,9,Area,21,21,73,73,19,18,77,77,8,8,80,82,16,14,75,67,60,61,40,37,Area,2,90,91,10,9,Area,18-24,Chrome,44,High School,21,1920,1085,Male,990,1920
26,1440102989100,1440102992123,86CC0A,26,14,5.084756585,86,large,3023,Area Chart,0.1699250014,0.1699250014,-1,-0.01162790698,85,large,85,65,61,35,37,Area,2,90,91,10,9,Area,21,21,73,73,19,18,77,77,8,8,80,82,16,14,75,67,60,61,40,37,Area,2,90,91,10,9,Area,18-24,Chrome,44,High School,21,1920,1085,Male,990,1920
26,1440102992124,1440102994363,86CC0A,27,33,263.8780608,67,large,2239,Area Chart,1.087462841,1.087462841,-2,-0.02985074627,65,medium,65,65,61,35,37,Area,2,90,91,10,9,Area,21,21,73,73,19,18,77,77,8,8,80,82,16,14,75,67,60,61,40,37,Area,2,90,91,10,9,Area,18-24,Chrome,44,High School,21,1920,1085,Male,990,1920
26,1440102962405,1440102969076,86CC0A,20,63,332.4950318,37,medium,6671,Pie Chart,1.64385619,1.64385619,3,0.08108108108,40,medium,40,65,61,35,37,Area,2,90,91,10,9,Area,21,21,73,73,19,18,77,77,8,8,80,82,16,14,75,67,60,61,40,37,Area,2,90,91,10,9,Area,18-24,Chrome,44,High School,21,1920,1085,Male,990,1920
26,1440102969077,1440102974320,86CC0A,21,51,110.7171648,49,medium,5243,Donut Chart,3.475733431,3.475733431,11,0.2244897959,60,medium,60,65,61,35,37,Area,2,90,91,10,9,Area,21,21,73,73,19,18,77,77,8,8,80,82,16,14,75,67,60,61,40,37,Area,2,90,91,10,9,Area,18-24,Chrome,44,High School,21,1920,1085,Male,990,1920
26,1440103057722,1440103062113,86CC0A,48,38,132.0072638,62,medium,4391,Area Chart,1.087462841,1.087462841,-2,-0.03225806452,60,medium,60,65,61,35,37,Area,2,90,91,10,9,Area,21,21,73,73,19,18,77,77,8,8,80,82,16,14,75,67,60,61,40,37,Area,2,90,91,10,9,Area,18-24,Chrome,44,High School,21,1920,1085,Male,990,1920
26,1440103062114,1440103064832,86CC0A,49,85,158.9026124,15,small,2718,Donut Chart,-3,-3,0,0,15,small,15,65,61,35,37,Area,2,90,91,10,9,Area,21,21,73,73,19,18,77,77,8,8,80,82,16,14,75,67,60,61,40,37,Area,2,90,91,10,9,Area,18-24,Chrome,44,High School,21,1920,1085,Male,990,1920
26,1440103051162,1440103054873,86CC0A,46,62,342.4213816,38,medium,3711,Area Chart,1.64385619,1.64385619,-3,-0.07894736842,35,medium,35,65,61,35,37,Area,2,90,91,10,9,Area,21,21,73,73,19,18,77,77,8,8,80,82,16,14,75,67,60,61,40,37,Area,2,90,91,10,9,Area,18-24,Chrome,44,High School,21,1920,1085,Male,990,1920
26,1440102978796,1440102982636,86CC0A,23,18,280.5335514,82,large,3840,Arc-Length Chart,1.087462841,1.087462841,-2,-0.0243902439,80,large,80,65,61,35,37,Area,2,90,91,10,9,Area,21,21,73,73,19,18,77,77,8,8,80,82,16,14,75,67,60,61,40,37,Area,2,90,91,10,9,Area,18-24,Chrome,44,High School,21,1920,1085,Male,990,1920
26,1440103046170,1440103048481,86CC0A,44,43,47.62808531,57,medium,2311,Arc-Length Chart,3.022367813,3.022367813,8,0.1403508772,65,medium,65,65,61,35,37,Area,2,90,91,10,9,Area,21,21,73,73,19,18,77,77,8,8,80,82,16,14,75,67,60,61,40,37,Area,2,90,91,10,9,Area,18-24,Chrome,44,High School,21,1920,1085,Male,990,1920
26,1440103048482,1440103051161,86CC0A,45,75,153.4676111,25,small,2679,Pie Chart,-3,-3,0,0,25,small,25,65,61,35,37,Area,2,90,91,10,9,Area,21,21,73,73,19,18,77,77,8,8,80,82,16,14,75,67,60,61,40,37,Area,2,90,91,10,9,Area,18-24,Chrome,44,High School,21,1920,1085,Male,990,1920
26,1440102994364,1440102998971,86CC0A,28,31,269.8505299,69,large,4607,Donut Angle Chart,3.475733431,3.475733431,11,0.1594202899,80,large,80,65,61,35,37,Area,2,90,91,10,9,Area,21,21,73,73,19,18,77,77,8,8,80,82,16,14,75,67,60,61,40,37,Area,2,90,91,10,9,Area,18-24,Chrome,44,High School,21,1920,1085,Male,990,1920
26,1440102998972,1440103004347,86CC0A,29,30,359.4244825,70,large,5375,Pie Chart,-3,-3,0,0,70,large,70,65,61,35,37,Area,2,90,91,10,9,Area,21,21,73,73,19,18,77,77,8,8,80,82,16,14,75,67,60,61,40,37,Area,2,90,91,10,9,Area,18-24,Chrome,44,High School,21,1920,1085,Male,990,1920
26,1440103036674,1440103038666,86CC0A,40,96,212.1990198,4,small,1992,Pie Angle Chart,0.1699250014,0.1699250014,1,0.25,5,small,5,65,61,35,37,Area,2,90,91,10,9,Area,21,21,73,73,19,18,77,77,8,8,80,82,16,14,75,67,60,61,40,37,Area,2,90,91,10,9,Area,18-24,Chrome,44,High School,21,1920,1085,Male,990,1920
26,1440103038666,1440103041129,86CC0A,41,20,215.2734666,80,large,2463,Pie Chart,2.357552005,2.357552005,5,0.0625,85,large,85,65,61,35,37,Area,2,90,91,10,9,Area,21,21,73,73,19,18,77,77,8,8,80,82,16,14,75,67,60,61,40,37,Area,2,90,91,10,9,Area,18-24,Chrome,44,High School,21,1920,1085,Male,990,1920
26,1440103020611,1440103023394,86CC0A,35,8,150.7153168,92,large,2783,Donut Angle Chart,6.35974956,6.35974956,-82,-0.8913043478,10,small,10,65,61,35,37,Area,2,90,91,10,9,Area,21,21,73,73,19,18,77,77,8,8,80,82,16,14,75,67,60,61,40,37,Area,2,90,91,10,9,Area,18-24,Chrome,44,High School,21,1920,1085,Male,990,1920
26,1440103007307,1440103009371,86CC0A,31,97,143.752284,3,small,2064,Donut Chart,1.087462841,1.087462841,2,0.6666666667,5,small,5,65,61,35,37,Area,2,90,91,10,9,Area,21,21,73,73,19,18,77,77,8,8,80,82,16,14,75,67,60,61,40,37,Area,2,90,91,10,9,Area,18-24,Chrome,44,High School,21,1920,1085,Male,990,1920
26,1440103043082,1440103046169,86CC0A,43,13,223.5664197,87,large,3087,Pie Chart,0.1699250014,0.1699250014,1,0.01149425287,88,large,88,65,61,35,37,Area,2,90,91,10,9,Area,21,21,73,73,19,18,77,77,8,8,80,82,16,14,75,67,60,61,40,37,Area,2,90,91,10,9,Area,18-24,Chrome,44,High School,21,1920,1085,Male,990,1920
26,1440103015732,1440103020610,86CC0A,34,34,344.176021,66,medium,4878,Donut Chart,1.087462841,1.087462841,2,0.0303030303,68,large,68,65,61,35,37,Area,2,90,91,10,9,Area,21,21,73,73,19,18,77,77,8,8,80,82,16,14,75,67,60,61,40,37,Area,2,90,91,10,9,Area,18-24,Chrome,44,High School,21,1920,1085,Male,990,1920
26,1440103054874,1440103057721,86CC0A,47,57,169.5830541,43,medium,2847,Pie Chart,1.087462841,1.087462841,2,0.04651162791,45,medium,45,65,61,35,37,Area,2,90,91,10,9,Area,21,21,73,73,19,18,77,77,8,8,80,82,16,14,75,67,60,61,40,37,Area,2,90,91,10,9,Area,18-24,Chrome,44,High School,21,1920,1085,Male,990,1920
26,1440103034386,1440103036673,86CC0A,39,49,187.5188582,51,medium,2287,Donut Angle Chart,2.044394119,2.044394119,4,0.07843137255,55,medium,55,65,61,35,37,Area,2,90,91,10,9,Area,21,21,73,73,19,18,77,77,8,8,80,82,16,14,75,67,60,61,40,37,Area,2,90,91,10,9,Area,18-24,Chrome,44,High School,21,1920,1085,Male,990,1920
26,1440103031226,1440103034386,86CC0A,38,84,302.0049769,16,small,3160,Donut Chart,2.044394119,2.044394119,4,0.25,20,small,20,65,61,35,37,Area,2,90,91,10,9,Area,21,21,73,73,19,18,77,77,8,8,80,82,16,14,75,67,60,61,40,37,Area,2,90,91,10,9,Area,18-24,Chrome,44,High School,21,1920,1085,Male,990,1920
26,1440103095880,1440103098791,86CC0A,59,60,357.5841746,40,medium,2911,Area Chart,2.357552005,2.357552005,-5,-0.125,35,medium,35,65,61,35,37,Area,2,90,91,10,9,Area,21,21,73,73,19,18,77,77,8,8,80,82,16,14,75,67,60,61,40,37,Area,2,90,91,10,9,Area,18-24,Chrome,44,High School,21,1920,1085,Male,990,1920
26,1440103092736,1440103095879,86CC0A,58,95,167.1203569,5,small,3143,Donut Chart,-3,-3,0,0,5,small,5,65,61,35,37,Area,2,90,91,10,9,Area,21,21,73,73,19,18,77,77,8,8,80,82,16,14,75,67,60,61,40,37,Area,2,90,91,10,9,Area,18-24,Chrome,44,High School,21,1920,1085,Male,990,1920
26,1440102956702,1440102962405,86CC0A,19,89,115.5657396,11,small,5703,Arc-Length Chart,1.087462841,1.087462841,-2,-0.1818181818,9,small,9,65,61,35,37,Area,2,90,91,10,9,Area,21,21,73,73,19,18,77,77,8,8,80,82,16,14,75,67,60,61,40,37,Area,2,90,91,10,9,Area,18-24,Chrome,44,High School,21,1920,1085,Male,990,1920
26,1440103081097,1440103084440,86CC0A,54,38,10.14777177,62,medium,3343,Pie Angle Chart,3.714245518,3.714245518,13,0.2096774194,75,large,75,65,61,35,37,Area,2,90,91,10,9,Area,21,21,73,73,19,18,77,77,8,8,80,82,16,14,75,67,60,61,40,37,Area,2,90,91,10,9,Area,18-24,Chrome,44,High School,21,1920,1085,Male,990,1920
26,1440103090040,1440103092735,86CC0A,57,87,183.502046,13,small,2695,Area Chart,1.087462841,1.087462841,2,0.1538461538,15,small,15,65,61,35,37,Area,2,90,91,10,9,Area,21,21,73,73,19,18,77,77,8,8,80,82,16,14,75,67,60,61,40,37,Area,2,90,91,10,9,Area,18-24,Chrome,44,High School,21,1920,1085,Male,990,1920
26,1440103086585,1440103090040,86CC0A,56,45,281.8006888,55,medium,3455,Pie Angle Chart,-3,-3,0,0,55,medium,55,65,61,35,37,Area,2,90,91,10,9,Area,21,21,73,73,19,18,77,77,8,8,80,82,16,14,75,67,60,61,40,37,Area,2,90,91,10,9,Area,18-24,Chrome,44,High School,21,1920,1085,Male,990,1920
26,1440103071529,1440103074384,86CC0A,51,35,211.6189666,65,medium,2855,Area Chart,2.357552005,2.357552005,5,0.07692307692,70,large,70,65,61,35,37,Area,2,90,91,10,9,Area,21,21,73,73,19,18,77,77,8,8,80,82,16,14,75,67,60,61,40,37,Area,2,90,91,10,9,Area,18-24,Chrome,44,High School,21,1920,1085,Male,990,1920
26,1440103064833,1440103071528,86CC0A,50,78,136.962161,22,small,6695,Arc-Length Chart,2.044394119,2.044394119,-4,-0.1818181818,18,small,18,65,61,35,37,Area,2,90,91,10,9,Area,21,21,73,73,19,18,77,77,8,8,80,82,16,14,75,67,60,61,40,37,Area,2,90,91,10,9,Area,18-24,Chrome,44,High School,21,1920,1085,Male,990,1920
26,1440103078057,1440103081096,86CC0A,53,68,106.2599524,32,small,3039,Arc-Length Chart,1.64385619,1.64385619,3,0.09375,35,medium,35,65,61,35,37,Area,2,90,91,10,9,Area,21,21,73,73,19,18,77,77,8,8,80,82,16,14,75,67,60,61,40,37,Area,2,90,91,10,9,Area,18-24,Chrome,44,High School,21,1920,1085,Male,990,1920
26,1440103074385,1440103078056,86CC0A,52,44,241.9844906,56,medium,3671,Donut Chart,1.087462841,1.087462841,2,0.03571428571,58,medium,58,65,61,35,37,Area,2,90,91,10,9,Area,21,21,73,73,19,18,77,77,8,8,80,82,16,14,75,67,60,61,40,37,Area,2,90,91,10,9,Area,18-24,Chrome,44,High School,21,1920,1085,Male,990,1920
26,1440103084440,1440103086584,86CC0A,55,64,79.34796648,36,medium,2144,Pie Angle Chart,4.592457037,4.592457037,24,0.6666666667,60,medium,60,65,61,35,37,Area,2,90,91,10,9,Area,21,21,73,73,19,18,77,77,8,8,80,82,16,14,75,67,60,61,40,37,Area,2,90,91,10,9,Area,18-24,Chrome,44,High School,21,1920,1085,Male,990,1920
26,1440102950117,1440102956701,86CC0A,18,81,44.33137232,19,small,6584,Area Chart,0.1699250014,0.1699250014,1,0.05263157895,20,small,20,65,61,35,37,Area,2,90,91,10,9,Area,21,21,73,73,19,18,77,77,8,8,80,82,16,14,75,67,60,61,40,37,Area,2,90,91,10,9,Area,18-24,Chrome,44,High School,21,1920,1085,Male,990,1920
26,1440103012771,1440103015731,86CC0A,33,24,36.31927553,76,large,2960,Pie Chart,0.1699250014,0.1699250014,-1,-0.01315789474,75,large,75,65,61,35,37,Area,2,90,91,10,9,Area,21,21,73,73,19,18,77,77,8,8,80,82,16,14,75,67,60,61,40,37,Area,2,90,91,10,9,Area,18-24,Chrome,44,High School,21,1920,1085,Male,990,1920
27,1440180118760,1440180128321,3E486E,30,75,299.6352535,25,small,9561,Donut Angle Chart,0.1699250014,0.1699250014,-1,-0.04,24,small,24,80,91,15,9,Area,1,65,61,40,37,Area,21,21,73,73,18,18,77,77,8,8,82,82,14,14,67,67,65,61,35,37,Arc-Length,2,90,91,10,9,Arc-Length,30-39,Chrome,44,High School,21,1920,1040,Male,955,1920
27,1440180174740,1440180187623,3E486E,37,86,233.1912689,14,small,12883,Donut Chart,2.357552005,2.357552005,5,0.3571428571,19,small,19,80,91,15,9,Area,1,65,61,40,37,Area,21,21,73,73,18,18,77,77,8,8,82,82,14,14,67,67,65,61,35,37,Arc-Length,2,90,91,10,9,Arc-Length,30-39,Chrome,44,High School,21,1920,1040,Male,955,1920
27,1440180069120,1440180077298,3E486E,22,81,196.4852885,19,small,8178,Donut Angle Chart,0.1699250014,0.1699250014,1,0.05263157895,20,small,20,80,91,15,9,Area,1,65,61,40,37,Area,21,21,73,73,18,18,77,77,8,8,82,82,14,14,67,67,65,61,35,37,Arc-Length,2,90,91,10,9,Arc-Length,30-39,Chrome,44,High School,21,1920,1040,Male,955,1920
27,1440180168646,1440180174739,3E486E,36,57,251.232919,43,medium,6093,Pie Chart,0.1699250014,0.1699250014,-1,-0.02325581395,42,medium,42,80,91,15,9,Area,1,65,61,40,37,Area,21,21,73,73,18,18,77,77,8,8,82,82,14,14,67,67,65,61,35,37,Arc-Length,2,90,91,10,9,Arc-Length,30-39,Chrome,44,High School,21,1920,1040,Male,955,1920
27,1440180361875,1440180367528,3E486E,60,13,11.92752885,87,large,5653,Arc-Length Chart,1.087462841,1.087462841,-2,-0.02298850575,85,large,85,80,91,15,9,Area,1,65,61,40,37,Area,21,21,73,73,18,18,77,77,8,8,82,82,14,14,67,67,65,61,35,37,Arc-Length,2,90,91,10,9,Arc-Length,30-39,Chrome,44,High School,21,1920,1040,Male,955,1920
27,1440180367529,1440180372649,3E486E,61,63,171.5678187,37,medium,5120,Area Chart,2.832890014,2.832890014,-7,-0.1891891892,30,small,30,80,91,15,9,Area,1,65,61,40,37,Area,21,21,73,73,18,18,77,77,8,8,82,82,14,14,67,67,65,61,35,37,Arc-Length,2,90,91,10,9,Arc-Length,30-39,Chrome,44,High School,21,1920,1040,Male,955,1920
27,1440180372650,1440180383944,3E486E,62,63,155.1584359,37,medium,11294,Pie Chart,1.64385619,1.64385619,3,0.08108108108,40,medium,40,80,91,15,9,Area,1,65,61,40,37,Area,21,21,73,73,18,18,77,77,8,8,82,82,14,14,67,67,65,61,35,37,Arc-Length,2,90,91,10,9,Arc-Length,30-39,Chrome,44,High School,21,1920,1040,Male,955,1920
27,1440180383945,1440180388861,3E486E,63,95,281.3740285,5,small,4916,Donut Angle Chart,6.37721053,6.37721053,83,16.6,88,large,88,80,91,15,9,Area,1,65,61,40,37,Area,21,21,73,73,18,18,77,77,8,8,82,82,14,14,67,67,65,61,35,37,Arc-Length,2,90,91,10,9,Arc-Length,30-39,Chrome,44,High School,21,1920,1040,Male,955,1920
27,1440180388862,1440180391983,3E486E,64,33,39.10337135,67,large,3121,Area Chart,1.64385619,1.64385619,3,0.0447761194,70,large,70,80,91,15,9,Area,1,65,61,40,37,Area,21,21,73,73,18,18,77,77,8,8,82,82,14,14,67,67,65,61,35,37,Arc-Length,2,90,91,10,9,Arc-Length,30-39,Chrome,44,High School,21,1920,1040,Male,955,1920
27,1440180391984,,3E486E,65,64,176.5735586,36,medium,,Donut Chart,0.1699250014,0.1699250014,1,0.02777777778,37,medium,37,80,91,15,9,Area,1,65,61,40,37,Area,21,21,73,73,18,18,77,77,8,8,82,82,14,14,67,67,65,61,35,37,Arc-Length,2,90,91,10,9,Arc-Length,30-39,Chrome,44,High School,21,1920,1040,Male,955,1920
27,1440180137648,1440180142792,3E486E,32,97,70.98331477,3,small,5144,Pie Chart,2.357552005,2.357552005,5,1.666666667,8,small,8,80,91,15,9,Area,1,65,61,40,37,Area,21,21,73,73,18,18,77,77,8,8,82,82,14,14,67,67,65,61,35,37,Arc-Length,2,90,91,10,9,Arc-Length,30-39,Chrome,44,High School,21,1920,1040,Male,955,1920
27,1440180211572,1440180219477,3E486E,42,43,284.8220631,57,medium,7905,Arc-Length Chart,1.64385619,1.64385619,3,0.05263157895,60,medium,60,80,91,15,9,Area,1,65,61,40,37,Area,21,21,73,73,18,18,77,77,8,8,82,82,14,14,67,67,65,61,35,37,Arc-Length,2,90,91,10,9,Arc-Length,30-39,Chrome,44,High School,21,1920,1040,Male,955,1920
27,1440180081097,1440180092343,3E486E,24,45,227.8028796,55,medium,11246,Arc-Length Chart,3.918863237,3.918863237,15,0.2727272727,70,large,70,80,91,15,9,Area,1,65,61,40,37,Area,21,21,73,73,18,18,77,77,8,8,82,82,14,14,67,67,65,61,35,37,Arc-Length,2,90,91,10,9,Arc-Length,30-39,Chrome,44,High School,21,1920,1040,Male,955,1920
27,1440180092344,1440180095527,3E486E,25,85,83.94598545,15,small,3183,Arc-Length Chart,2.832890014,2.832890014,7,0.4666666667,22,small,22,80,91,15,9,Area,1,65,61,40,37,Area,21,21,73,73,18,18,77,77,8,8,82,82,14,14,67,67,65,61,35,37,Arc-Length,2,90,91,10,9,Arc-Length,30-39,Chrome,44,High School,21,1920,1040,Male,955,1920
27,1440180095528,1440180101137,3E486E,26,59,79.62743715,41,medium,5609,Pie Angle Chart,3.189824559,3.189824559,-9,-0.2195121951,32,small,32,80,91,15,9,Area,1,65,61,40,37,Area,21,21,73,73,18,18,77,77,8,8,82,82,14,14,67,67,65,61,35,37,Arc-Length,2,90,91,10,9,Arc-Length,30-39,Chrome,44,High School,21,1920,1040,Male,955,1920
27,1440180101138,1440180105273,3E486E,27,24,313.2338877,76,large,4135,Donut Chart,0.1699250014,0.1699250014,-1,-0.01315789474,75,large,75,80,91,15,9,Area,1,65,61,40,37,Area,21,21,73,73,18,18,77,77,8,8,82,82,14,14,67,67,65,61,35,37,Arc-Length,2,90,91,10,9,Arc-Length,30-39,Chrome,44,High School,21,1920,1040,Male,955,1920
27,1440180049925,1440180054417,3E486E,20,20,8.211639561,80,large,4492,Pie Angle Chart,5.836050355,5.836050355,-57,-0.7125,23,small,23,80,91,15,9,Area,1,65,61,40,37,Area,21,21,73,73,18,18,77,77,8,8,82,82,14,14,67,67,65,61,35,37,Arc-Length,2,90,91,10,9,Arc-Length,30-39,Chrome,44,High School,21,1920,1040,Male,955,1920
