ID	Type	Value	Estimate	Difference	PercentDifference	Confidence	ResponseTime
p02	donut	12	13	1	0.083333336	high	7575
p02	donut	58	60	2	0.03448276	medium	9103
p02	donut	43	40	3	0.069767445	medium	5314
p02	donut	24	25	1	0.041666668	high	2957
p02	donut	32	35	3	0.09375	high	4487
p02	donut	20	18	2	0.1	medium	5115
p02	donut	71	70	1	0.014084507	high	6453
p02	donut	33	35	2	0.060606062	medium	6745
p02	donut	99	99	0	0.0	high	2796
p02	donut	1	1	0	0.0	high	3989
p02	donut	36	35	1	0.027777778	medium	3778
p02	donut	46	45	1	0.02173913	high	3554
p02	donut	1	1	0	0.0	high	10582
p02	donut	90	90	0	0.0	medium	8476
p02	donut	33	34	1	0.030303031	medium	5350
p02	squarepie	56	50	6	0.10714286	medium	13909
p02	squarepie	65	65	0	0.0	low	7869
p02	squarepie	92	92	0	0.0	high	13142
p02	squarepie	43	33	10	0.23255815	medium	13859
p02	squarepie	47	37	10	0.21276596	medium	9472
p02	squarepie	55	55	0	0.0	high	20648
p02	squarepie	52	52	0	0.0	high	4373
p02	squarepie	42	32	10	0.23809524	medium	14678
p02	squarepie	63	63	0	0.0	medium	13294
p02	squarepie	91	91	0	0.0	high	10335
p02	squarepie	2	2	0	0.0	high	6110
p02	squarepie	99	99	0	0.0	high	6738
p02	squarepie	1	1	0	0.0	high	2745
p02	squarepie	37	37	0	0.0	high	16357
p02	squarepie	44	44	0	0.0	high	5572
p02	squarepie	26	26	0	0.0	high	9076
p02	squarepie	73	83	10	0.1369863	high	15951
p02	squarepie	86	86	0	0.0	high	16773
p02	squarepie	83	83	0	0.0	high	8534
p02	squarepie	19	19	0	0.0	high	5571
p03	piechart	47	55	8	0.17021276	high	27688
p03	piechart	55	45	10	0.18181819	high	13328
p03	piechart	87	80	7	0.08045977	medium	8984
p03	piechart	90	90	0	0.0	medium	6969
p03	piechart	42	40	2	0.04761905	medium	9219
p03	piechart	29	30	1	0.03448276	high	6937
p03	piechart	71	70	1	0.014084507	high	5203
p03	piechart	30	30	0	0.0	high	8579
p03	piechart	69	65	4	0.057971016	medium	16265
p03	piechart	33	35	2	0.060606062	medium	8687
p03	piechart	72	70	2	0.027777778	high	4266
p03	piechart	51	52	1	0.019607844	high	8000
p03	piechart	22	22	0	0.0	medium	14234
p03	piechart	53	55	2	0.03773585	high	11641
p03	piechart	22	22	0	0.0	medium	8266
p03	piechart	36	35	1	0.027777778	high	11046
p03	piechart	53	53	0	0.0	medium	11719
p03	piechart	17	18	1	0.05882353	medium	12953
p03	piechart	70	70	0	0.0	high	6657
p03	piechart	54	55	1	0.018518519	high	5687
p03	donut	55	55	0	0.0	high	5516
p03	donut	11	10	1	0.09090909	medium	5766
p03	donut	1	2	1	1.0	medium	4953
p03	donut	26	26	0	0.0	high	5797
p03	donut	72	72	0	0.0	medium	4640
p03	donut	88	82	6	0.06818182	medium	12094
p03	donut	73	73	0	0.0	medium	3922
p03	donut	58	58	0	0.0	medium	5297
p03	donut	1	2	1	1.0	medium	4500
p03	donut	99	98	1	0.01010101	high	9937
p03	donut	30	30	0	0.0	medium	4797
p03	donut	12	10	2	0.16666667	medium	6094
p03	donut	60	60	0	0.0	medium	5219
p03	donut	37	35	2	0.054054055	medium	13328
p03	donut	23	22	1	0.04347826	high	8797
p03	donut	55	55	0	0.0	medium	4593
p03	donut	1	2	1	1.0	high	4688
p03	donut	10	10	0	0.0	medium	3422
p03	donut	19	18	1	0.05263158	medium	5468
p03	donut	8	10	2	0.25	medium	10235
p03	bars	30	35	5	0.16666667	medium	9250
p03	bars	38	40	2	0.05263158	medium	8812
p03	bars	59	55	4	0.06779661	medium	25766
p03	bars	65	60	5	0.07692308	medium	4265
p03	bars	39	35	4	0.102564104	medium	17641
p03	bars	27	25	2	0.074074075	high	8812
p03	bars	36	30	6	0.16666667	medium	4219
p03	bars	87	80	7	0.08045977	medium	8734
p03	bars	32	30	2	0.0625	medium	5954
p03	bars	64	60	4	0.0625	medium	8250
p03	bars	87	85	2	0.022988506	medium	7015
p03	bars	82	82	0	0.0	medium	4297
p03	bars	39	40	1	0.025641026	medium	11969
p03	bars	87	85	2	0.022988506	medium	11203
p03	bars	22	20	2	0.09090909	medium	3766
p03	bars	99	98	1	0.01010101	high	4187
p03	bars	58	55	3	0.05172414	medium	4563
p03	bars	71	65	6	0.08450704	medium	3718
p03	bars	20	20	0	0.0	medium	4407
p03	bars	50	50	0	0.0	high	30031
p03	squarepie	10	10	0	0.0	medium	37515
p03	squarepie	79	75	4	0.050632913	medium	4079
p03	squarepie	8	8	0	0.0	medium	16218
p03	squarepie	68	70	2	0.029411765	medium	29641
p03	squarepie	35	33	2	0.057142857	medium	4609
p03	squarepie	68	65	3	0.04411765	medium	8047
p03	squarepie	52	52	0	0.0	medium	7625
p03	squarepie	17	18	1	0.05882353	medium	6781
p03	squarepie	62	61	1	0.016129032	medium	5782
p03	squarepie	16	16	0	0.0	medium	5766
p03	squarepie	43	43	0	0.0	medium	5078
p03	squarepie	97	97	0	0.0	medium	5969
p03	squarepie	38	38	0	0.0	medium	18094
p03	squarepie	98	98	0	0.0	medium	2703
p03	squarepie	64	64	0	0.0	medium	5578
p03	squarepie	43	43	0	0.0	medium	5484
p03	squarepie	23	23	0	0.0	medium	11844
p03	squarepie	20	20	0	0.0	medium	2906
p03	squarepie	9	9	0	0.0	medium	4719
p03	squarepie	69	69	0	0.0	medium	5203
p04	bars	52	45	7	0.13461539	medium	39301
p04	bars	64	60	4	0.0625	medium	8301
p04	bars	55	55	0	0.0	medium	4885
p04	bars	59	60	1	0.016949153	medium	7277
p04	bars	51	50	1	0.019607844	medium	5376
p04	bars	92	90	2	0.02173913	medium	6898
p04	bars	70	75	5	0.071428575	medium	5257
p04	bars	49	50	1	0.020408163	medium	4420
p04	bars	99	99	0	0.0	high	9925
p04	bars	9	10	1	0.11111111	high	23164
p04	bars	51	50	1	0.019607844	medium	3476
p04	bars	53	53	0	0.0	medium	5511
p04	bars	67	70	3	0.04477612	medium	4728
p04	bars	43	40	3	0.069767445	medium	5439
p04	bars	61	60	1	0.016393442	medium	2507
p04	bars	83	80	3	0.036144577	medium	5298
p04	bars	54	55	1	0.018518519	medium	4854
p04	bars	66	70	4	0.060606062	medium	6921
p04	bars	53	55	2	0.03773585	medium	2446
p04	bars	45	40	5	0.11111111	medium	3297
p04	piechart	81	60	21	0.25925925	medium	16885
p04	piechart	69	60	9	0.13043478	medium	15188
p04	piechart	55	55	0	0.0	medium	8997
p04	piechart	50	50	0	0.0	high	3622
p04	piechart	1	1	0	0.0	high	4743
p04	piechart	57	60	3	0.05263158	high	7235
p04	piechart	47	45	2	0.04255319	high	5604
p04	piechart	91	80	11	0.12087912	high	3496
p04	piechart	42	40	2	0.04761905	high	5767
p04	piechart	24	23	1	0.041666668	high	11114
p04	piechart	97	95	2	0.020618556	high	6341
p04	piechart	70	70	0	0.0	medium	6000
p04	piechart	86	80	6	0.069767445	medium	20489
p04	piechart	73	7	66	0.9041096	medium	8843
p04	piechart	52	55	3	0.057692308	medium	8879
p04	piechart	38	40	2	0.05263158	medium	10118
p04	piechart	44	45	1	0.022727273	high	4996
p04	piechart	89	80	9	0.101123594	medium	6682
p04	piechart	48	48	0	0.0	high	8090
p04	piechart	97	95	2	0.020618556	high	5701
p04	squarepie	6	6	0	0.0	high	18707
p04	squarepie	45	45	0	0.0	high	14112
p04	squarepie	67	68	1	0.014925373	high	12398
p04	squarepie	45	45	0	0.0	high	3656
p04	squarepie	67	67	0	0.0	high	8367
p04	squarepie	84	84	0	0.0	high	7788
p04	squarepie	49	49	0	0.0	high	8261
p04	squarepie	36	36	0	0.0	high	10272
p04	squarepie	45	35	10	0.22222222	high	5316
p04	squarepie	32	32	0	0.0	high	6945
p04	squarepie	48	48	0	0.0	high	5512
p04	squarepie	35	35	0	0.0	high	5562
p04	squarepie	37	37	0	0.0	high	4578
p04	squarepie	18	18	0	0.0	high	5910
p04	squarepie	51	51	0	0.0	high	4061
p04	squarepie	36	36	0	0.0	high	4251
p04	squarepie	87	87	0	0.0	high	3737
p04	squarepie	28	28	0	0.0	high	6159
p04	squarepie	85	95	10	0.11764706	high	4247
p04	squarepie	61	61	0	0.0	high	3209
p04	donut	72	70	2	0.027777778	medium	14725
p04	donut	37	40	3	0.08108108	medium	3868
p04	donut	77	79	2	0.025974026	medium	7401
p04	donut	71	72	1	0.014084507	medium	5268
p04	donut	16	15	1	0.0625	medium	7566
p04	donut	56	55	1	0.017857144	medium	6273
p04	donut	36	35	1	0.027777778	medium	4818
p04	donut	46	45	1	0.02173913	medium	4892
p04	donut	82	80	2	0.024390243	medium	10124
p04	donut	76	76	0	0.0	high	8548
p04	donut	46	45	1	0.02173913	medium	8365
p04	donut	63	60	3	0.04761905	medium	8374
p04	donut	59	60	1	0.016949153	medium	7791
p04	donut	48	45	3	0.0625	medium	4295
p04	donut	62	65	3	0.048387095	medium	9609
p04	donut	42	45	3	0.071428575	medium	5914
p04	donut	68	70	2	0.029411765	medium	2272
p04	donut	54	55	1	0.018518519	medium	2325
p04	donut	72	72	0	0.0	medium	4762
p04	donut	74	74	0	0.0	high	6840
p05	bars	45	35	10	0.22222222	medium	63375
p05	bars	35	20	15	0.42857143	medium	12422
p05	bars	41	37	4	0.09756097	medium	8422
p05	bars	24	17	7	0.29166666	high	8718
p05	bars	60	65	5	0.083333336	medium	9157
p05	bars	43	40	3	0.069767445	medium	7218
p05	bars	58	60	2	0.03448276	medium	9188
p05	bars	99	97	2	0.02020202	medium	5500
p05	bars	1	3	2	2.0	medium	8641
p05	bars	50	50	0	0.0	high	5234
p05	bars	73	75	2	0.02739726	medium	6125
p05	bars	69	70	1	0.014492754	medium	7969
p05	bars	16	20	4	0.25	medium	5515
p05	bars	69	70	1	0.014492754	medium	9094
p05	bars	81	75	6	0.074074075	medium	4188
p05	bars	90	87	3	0.033333335	medium	7625
p05	bars	54	55	1	0.018518519	medium	4766
p05	bars	47	45	2	0.04255319	medium	4000
p05	bars	62	65	3	0.048387095	medium	4672
p05	bars	33	45	12	0.36363637	medium	6687
p05	donut	55	55	0	0.0	medium	13797
p05	donut	58	60	2	0.03448276	medium	39016
p05	donut	41	46	5	0.12195122	medium	6906
p05	donut	48	48	0	0.0	medium	6672
p05	donut	41	45	4	0.09756097	medium	6516
p05	donut	54	55	1	0.018518519	medium	7516
p05	donut	60	65	5	0.083333336	medium	6391
p05	donut	70	70	0	0.0	medium	3609
p05	donut	42	43	1	0.023809524	medium	6016
p05	donut	21	20	1	0.04761905	medium	8344
p05	donut	83	82	1	0.012048192	high	16140
p05	donut	15	15	0	0.0	medium	7750
p05	donut	61	58	3	0.04918033	medium	14953
p05	donut	68	66	2	0.029411765	medium	33735
p05	donut	62	60	2	0.032258064	medium	31781
p05	donut	25	25	0	0.0	high	7218
p05	donut	40	37	3	0.075	medium	13266
p05	donut	98	98	0	0.0	high	6625
p05	donut	53	52	1	0.018867925	medium	6062
p05	donut	60	62	2	0.033333335	medium	6844
p05	piechart	70	65	5	0.071428575	medium	17094
p05	piechart	33	35	2	0.060606062	medium	11406
p05	piechart	65	67	2	0.03076923	high	10672
p05	piechart	94	90	4	0.04255319	medium	5766
p05	piechart	65	67	2	0.03076923	medium	12156
p05	piechart	47	47	0	0.0	medium	21688
p05	piechart	27	26	1	0.037037037	medium	13281
p05	piechart	72	72	0	0.0	medium	6797
p05	piechart	9	12	3	0.33333334	medium	6359
p05	piechart	44	45	1	0.022727273	medium	14360
p05	piechart	35	35	0	0.0	medium	5968
p05	piechart	51	51	0	0.0	high	9078
p05	piechart	36	38	2	0.055555556	medium	8954
p05	piechart	55	55	0	0.0	medium	7640
p05	piechart	83	80	3	0.036144577	medium	8297
p05	piechart	27	28	1	0.037037037	medium	6234
p05	piechart	44	45	1	0.022727273	medium	5016
p05	piechart	1	1	0	0.0	high	5922
p05	piechart	46	48	2	0.04347826	medium	7422
p05	piechart	50	50	0	0.0	high	6672
p05	squarepie	9	9	0	0.0	high	28640
p05	squarepie	21	21	0	0.0	high	5938
p05	squarepie	51	41	10	0.19607843	high	13328
p05	squarepie	30	30	0	0.0	high	9969
p05	squarepie	60	60	0	0.0	high	6968
p05	squarepie	37	37	0	0.0	high	8844
p05	squarepie	44	43	1	0.022727273	high	6062
p05	squarepie	59	59	0	0.0	medium	7078
p05	squarepie	1	1	0	0.0	high	3406
p05	squarepie	39	39	0	0.0	high	19328
p05	squarepie	85	95	10	0.11764706	high	10844
p05	squarepie	1	1	0	0.0	high	4859
p05	squarepie	26	26	0	0.0	high	11516
p05	squarepie	36	36	0	0.0	high	7078
p05	squarepie	12	12	0	0.0	high	4906
p05	squarepie	37	27	10	0.27027026	high	9641
p05	squarepie	72	72	0	0.0	high	6062
p05	squarepie	33	33	0	0.0	high	7875
p05	squarepie	63	63	0	0.0	high	9438
p05	squarepie	87	87	0	0.0	high	10031
p06	squarepie	69	78	9	0.13043478	high	29125
p06	squarepie	30	30	0	0.0	high	6234
p06	squarepie	34	34	0	0.0	high	9797
p06	squarepie	32	32	0	0.0	high	4437
p06	squarepie	77	78	1	0.012987013	medium	8485
p06	squarepie	48	48	0	0.0	high	8562
p06	squarepie	55	56	1	0.018181818	high	6766
p06	squarepie	26	36	10	0.3846154	high	8359
p06	squarepie	89	89	0	0.0	high	14500
p06	squarepie	36	36	0	0.0	high	7422
p06	squarepie	54	54	0	0.0	high	3672
p06	squarepie	30	30	0	0.0	high	2453
p06	squarepie	65	76	11	0.16923077	high	7047
p06	squarepie	86	88	2	0.023255814	high	6203
p06	squarepie	69	79	10	0.14492753	high	3469
p06	squarepie	52	52	0	0.0	high	17719
p06	squarepie	22	23	1	0.045454547	medium	5312
p06	squarepie	40	40	0	0.0	high	3704
p06	squarepie	67	68	1	0.014925373	high	4734
p06	squarepie	23	23	0	0.0	high	5797
p06	piechart	83	85	2	0.024096385	medium	9500
p06	piechart	48	48	0	0.0	high	3531
p06	piechart	51	52	1	0.019607844	high	3219
p06	piechart	72	72	0	0.0	medium	8328
p06	piechart	56	60	4	0.071428575	high	2953
p06	piechart	54	55	1	0.018518519	medium	4109
p06	piechart	64	65	1	0.015625	medium	6375
p06	piechart	34	15	19	0.5588235	medium	5297
p06	piechart	38	18	20	0.5263158	medium	5516
p06	piechart	50	50	0	0.0	high	2859
p06	piechart	53	53	0	0.0	high	3735
p06	piechart	98	97	1	0.010204081	high	4515
p06	piechart	35	35	0	0.0	high	11703
p06	piechart	29	30	1	0.03448276	high	2375
p06	piechart	55	60	5	0.09090909	medium	4454
p06	piechart	71	70	1	0.014084507	high	6047
p06	piechart	46	46	0	0.0	high	4828
p06	piechart	51	51	0	0.0	high	5609
p06	piechart	72	74	2	0.027777778	high	5438
p06	piechart	61	70	9	0.14754099	high	2172
p06	bars	18	10	8	0.44444445	high	2890
p06	bars	39	40	1	0.025641026	high	4985
p06	bars	43	38	5	0.11627907	high	5187
p06	bars	50	45	5	0.1	high	3547
p06	bars	27	20	7	0.25925925	high	5641
p06	bars	93	95	2	0.021505376	high	4703
p06	bars	44	35	9	0.20454545	high	7859
p06	bars	90	90	0	0.0	medium	4000
p06	bars	99	98	1	0.01010101	high	3000
p06	bars	57	65	8	0.14035088	medium	4594
p06	bars	81	80	1	0.012345679	medium	7109
p06	bars	83	82	1	0.012048192	medium	1922
p06	bars	48	45	3	0.0625	medium	3375
p06	bars	63	55	8	0.12698413	medium	4875
p06	bars	59	52	7	0.118644066	medium	3172
p06	bars	24	15	9	0.375	medium	2922
p06	bars	42	30	12	0.2857143	medium	5531
p06	bars	69	70	1	0.014492754	medium	4125
p06	bars	34	35	1	0.029411765	medium	2890
p06	bars	92	93	1	0.010869565	high	5266
p06	donut	14	10	4	0.2857143	medium	2891
p06	donut	60	60	0	0.0	medium	5640
p06	donut	30	30	0	0.0	medium	7172
p06	donut	18	15	3	0.16666667	high	2406
p06	donut	72	72	0	0.0	medium	3688
p06	donut	37	20	17	0.45945945	high	3937
p06	donut	60	60	0	0.0	medium	6672
p06	donut	48	48	0	0.0	high	6203
p06	donut	10	5	5	0.5	high	2891
p06	donut	41	45	4	0.09756097	high	4734
p06	donut	9	7	2	0.22222222	high	3719
p06	donut	18	10	8	0.44444445	high	2110
p06	donut	38	45	7	0.18421052	medium	5656
p06	donut	53	52	1	0.018867925	medium	5297
p06	donut	40	45	5	0.125	medium	3484
p06	donut	15	12	3	0.2	medium	7109
p06	donut	50	50	0	0.0	medium	2157
p06	donut	39	45	6	0.15384616	high	4265
p06	donut	35	40	5	0.14285715	high	8719
p06	donut	65	60	5	0.07692308	high	4125
p07	piechart	73	73	0	0.0	high	20668
p07	piechart	1	2	1	1.0	medium	6453
p07	piechart	28	30	2	0.071428575	high	6476
p07	piechart	37	35	2	0.054054055	medium	12348
p07	piechart	19	15	4	0.21052632	medium	4765
p07	piechart	11	10	1	0.09090909	medium	4142
p07	piechart	55	55	0	0.0	medium	3780
p07	piechart	49	48	1	0.020408163	high	3502
p07	piechart	33	30	3	0.09090909	medium	5661
p07	piechart	1	2	1	1.0	medium	2184
p07	piechart	59	60	1	0.016949153	medium	7700
p07	piechart	16	15	1	0.0625	medium	4021
p07	piechart	55	60	5	0.09090909	medium	3158
p07	piechart	62	65	3	0.048387095	medium	4189
p07	piechart	18	15	3	0.16666667	medium	3909
p07	piechart	33	30	3	0.09090909	medium	3437
p07	piechart	70	70	0	0.0	medium	4974
p07	piechart	52	53	1	0.01923077	medium	4061
p07	piechart	58	55	3	0.05172414	medium	2429
p07	piechart	72	70	2	0.027777778	medium	3461
p07	bars	51	50	1	0.019607844	medium	3704
p07	bars	46	45	1	0.02173913	medium	3355
p07	bars	54	60	6	0.11111111	medium	2222
p07	bars	19	15	4	0.21052632	medium	2532
p07	bars	86	85	1	0.011627907	medium	5005
p07	bars	25	20	5	0.2	medium	3838
p07	bars	65	75	10	0.15384616	medium	2396
p07	bars	82	85	3	0.036585364	medium	4741
p07	bars	24	25	1	0.041666668	medium	3293
p07	bars	62	65	3	0.048387095	medium	2933
p07	bars	43	39	4	0.093023255	medium	7677
p07	bars	33	30	3	0.09090909	medium	5078
p07	bars	38	35	3	0.078947365	medium	2293
p07	bars	32	30	2	0.0625	medium	2680
p07	bars	15	15	0	0.0	medium	4058
p07	bars	33	30	3	0.09090909	medium	2590
p07	bars	12	15	3	0.25	medium	2478
p07	bars	79	80	1	0.012658228	medium	7285
p07	bars	59	69	10	0.16949153	medium	4429
p07	bars	11	10	1	0.09090909	medium	2405
p07	squarepie	53	53	0	0.0	medium	12155
p07	squarepie	90	90	0	0.0	high	2469
p07	squarepie	46	46	0	0.0	medium	5629
p07	squarepie	33	33	0	0.0	medium	3724
p07	squarepie	17	17	0	0.0	high	6053
p07	squarepie	88	88	0	0.0	medium	4350
p07	squarepie	63	63	0	0.0	medium	4388
p07	squarepie	30	30	0	0.0	high	3293
p07	squarepie	60	60	0	0.0	high	3725
p07	squarepie	66	56	10	0.15151516	medium	4913
p07	squarepie	82	72	10	0.12195122	medium	3628
